,Investigation Type,Event Date,Location,Country,Airport Name,Injury Severity,Aircraft Damage,Make,Model,Amateur Built,Number Of Engines,Engine Type,Purpose Of Flight,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase Of Flight,Total Passengers,Make-Model
85655,Accident,2020-12-02,"Lufkin, TX",United States,Angelina County Airport,Non-Fatal,Substantial,Cessna,551,No,2.0,Unknown,Business,0.0,1.0,0.0,2.0,IMC,Unknown,3.0,Cessna 551
85661,Incident,2020-12-05,"Katowice, Poland",Poland,Katowice Airport,Non-Fatal,Minor,Boeing,737,No,2.0,Unknown,Business,0.0,0.0,0.0,2.0,Unknown,Unknown,2.0,Boeing 737
85688,Accident,2020-12-16,"Jacksonville, FL",United States,Jacksonville Executive Airport,Non-Fatal,Substantial,Embraer,EMB-500,No,2.0,Unknown,Executive/corporate,0.0,0.0,0.0,3.0,IMC,Unknown,3.0,Embraer EMB-500
85834,Accident,2021-02-04,"Chitina, AK",United States,Unknown,Fatal,Substantial,Cessna,185,No,1.0,Unknown,Business,2.0,0.0,0.0,0.0,VMC,Unknown,2.0,Cessna 185
85874,Accident,2021-02-18,"Lubbock, TX",United States,Unknown,Non-Fatal,Substantial,Beech,B100,No,2.0,Unknown,Business,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,Beech B100
85887,Accident,2021-02-22,"St. Marys, PA",United States,ST MARYS MUNI,Non-Fatal,Substantial,Cessna,421,No,2.0,Unknown,Executive/corporate,0.0,1.0,0.0,2.0,IMC,Unknown,3.0,Cessna 421
85966,Accident,2021-03-13,"Chevak, AK",United States,CHEVAK,Non-Fatal,Substantial,Cessna,208B,No,1.0,Turbo Prop,Business,0.0,0.0,0.0,5.0,VMC,Unknown,5.0,Cessna 208B
86000,Accident,2021-03-20,"Port Alsworth, AK",United States,PORT ALSWORTH,Non-Fatal,Substantial,Beech,A36,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Beech A36
86063,Accident,2021-04-03,"Fairbanks, AK",United States,FAIRBANKS INTL,Non-Fatal,Substantial,Cessna,208B,No,1.0,Unknown,Business,0.0,0.0,0.0,5.0,IMC,Unknown,5.0,Cessna 208B
86076,Accident,2021-04-07,"Schaumburg, IL",United States,SCHAUMBURG RGNL,Non-Fatal,Substantial,Piper,PA-28-181,No,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,Piper PA-28-181
86080,Accident,2021-04-09,"Stockbridge, GA",United States,Berry Hill Airport,Non-Fatal,Substantial,Piper,PA-32R-300,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,Piper PA-32R-300
86098,Accident,2021-04-15,"Colorado Springs, CO",United States,CITY OF COLORADO SPRINGS MUNI,Non-Fatal,Substantial,Gates Learjet Corp.,35A,No,2.0,Unknown,Positioning,0.0,0.0,0.0,4.0,IMC,Unknown,4.0,Gates Learjet Corp. 35A
86116,Accident,2021-04-19,"Tatum, TX",United States,East Regional,Fatal,Destroyed,Cessna,340A,No,2.0,Unknown,Flight Test,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,Cessna 340A
86121,Accident,2021-04-20,"Eufaula, AL",United States,Unknown,Non-Fatal,Substantial,Cessna,182M,No,1.0,Unknown,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Cessna 182M
86133,Accident,2021-04-22,"New Bedford, MA",United States,Unknown,Non-Fatal,Substantial,Cessna,402C,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Cessna 402C
86150,Accident,2021-04-26,"Laceyville, PA",United States,Unknown,Non-Fatal,Substantial,Textron Aviation Inc,208B,No,1.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,5.0,VMC,Unknown,5.0,Textron Aviation Inc 208B
86223,Accident,2021-05-11,"Chandler, AZ",United States,STELLAR AIRPARK,Non-Fatal,Substantial,Cessna,172R,No,1.0,Reciprocating,Other Work Use,0.0,0.0,1.0,0.0,VMC,Unknown,1.0,Cessna 172R
86264,Accident,2021-05-18,"Minden, NV",United States,MINDEN-TAHOE,Non-Fatal,Substantial,Cessna,182P,No,1.0,Unknown,Other Work Use,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna 182P
86338,Accident,2021-06-03,"Denver, CO",United States,Denver International Airport,Non-Fatal,Substantial,Beech,1900,No,2.0,Unknown,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Beech 1900
86347,Accident,2021-06-04,"Aspen, CO",United States,ASPEN-PITKIN COUNTY/SARDY FLD,Non-Fatal,Substantial,Cessna,560XL,No,2.0,Unknown,Business,0.0,0.0,0.0,5.0,VMC,Unknown,5.0,Cessna 560XL
86419,Accident,2021-06-19,"Portland, IN",United States,PORTLAND MUNI,Non-Fatal,Substantial,Cessna,310R,No,2.0,Unknown,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna 310R
86479,Accident,2021-06-28,"Dillingham, AK",United States,NUSHAGAK,Non-Fatal,Substantial,Cessna,A185F,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,Cessna A185F
86575,Accident,2021-07-16,"Refugio, TX",United States,Rooke Field Airport,Non-Fatal,Substantial,Cessna,P210,No,1.0,Unknown,Business,0.0,1.0,0.0,1.0,VMC,Unknown,2.0,Cessna P210
86642,Accident,2021-07-27,"Patterson, LA",United States,Unknown,Non-Fatal,Substantial,Cessna,182T,No,1.0,Unknown,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Cessna 182T
86682,Accident,2021-08-02,"Igiugig, AK",United States,Unknown,Non-Fatal,Substantial,Cessna,U206F,No,1.0,Unknown,Other Work Use,0.0,3.0,0.0,1.0,Unknown,Unknown,4.0,Cessna U206F
86729,Accident,2021-08-11,"Helena, MT",United States,HELENA RGNL,Non-Fatal,Substantial,Cessna,425,No,2.0,Unknown,Business,0.0,0.0,3.0,0.0,VMC,Unknown,3.0,Cessna 425
86783,Accident,2021-08-21,"Bettles, AK",United States,Unknown,Non-Fatal,Substantial,Dehavilland,DHC-3,No,1.0,Unknown,Business,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,Dehavilland DHC-3
86790,Accident,2021-08-24,"Lansing, MI",United States,Capital Region International,Non-Fatal,Destroyed,Cirrus Design Corp,SF50,No,1.0,Unknown,Business,0.0,0.0,0.0,4.0,VMC,Unknown,4.0,Cirrus Design Corp SF50
86902,Accident,2021-09-15,"Stanley, ID",United States,STANLEY,Non-Fatal,Substantial,Piper,PA-32R-301,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Piper PA-32R-301
86918,Accident,2021-09-17,"Orcas Island, WA",United States,Unknown,Non-Fatal,Substantial,Piper,PA-32-300,No,1.0,Unknown,Business,0.0,1.0,2.0,0.0,Unknown,Unknown,3.0,Piper PA-32-300
86946,Accident,2021-09-23,"Cordova, AK",United States,Unknown,Non-Fatal,Substantial,Piper,PA-18-150,No,1.0,Unknown,Business,0.0,0.0,0.0,2.0,Unknown,Unknown,2.0,Piper PA-18-150
87073,Accident,2021-10-18,"Mount Pleasant, SC",United States,MT PLEASANT RGNL-FAISON FLD,Non-Fatal,Substantial,Beech,200,No,2.0,Unknown,Other Work Use,0.0,0.0,0.0,8.0,VMC,Unknown,8.0,Beech 200
87079,Accident,2021-10-20,"Dallas, TX",United States,DALLAS EXEC,Non-Fatal,Substantial,Cessna,210N,No,1.0,Unknown,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Cessna 210N
87175,Accident,2021-11-15,"Boyne City, MI",United States,BOYNE CITY MUNI,Fatal,Destroyed,Beech,E-90,No,2.0,Unknown,Business,2.0,0.0,0.0,0.0,IMC,Unknown,2.0,Beech E-90
87200,Accident,2021-11-21,"Bethel, AK",United States,BETHEL,Non-Fatal,Substantial,Cessna,207A,No,1.0,Unknown,Business,0.0,0.0,0.0,6.0,VMC,Unknown,6.0,Cessna 207A
87232,Accident,2021-12-02,"Port Alsworth, AK",United States,Port Alsworth,Non-Fatal,Substantial,Cessna,208,No,1.0,Unknown,Business,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,Cessna 208
87306,Accident,2022-01-09,"Defiance, MO",United States,Unknown,Fatal,Destroyed,Beech,58,No,2.0,Unknown,Positioning,2.0,0.0,0.0,0.0,IMC,Unknown,2.0,Beech 58
87374,Accident,2022-02-01,"Gila Bend, AZ",United States,Gila Bend Municipal Airport,Non-Fatal,Substantial,Cessna,A185F,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna A185F
87456,Accident,2022-02-21,"Deadhorse, AK",United States,PVT,Non-Fatal,Substantial,Dehavilland,DHC-3,No,1.0,Reciprocating,Business,0.0,0.0,0.0,8.0,VMC,Unknown,8.0,Dehavilland DHC-3
87501,Accident,2022-03-05,"Newhalen, AK",United States,Unknown,Serious,Substantial,Cessna,U206F,No,1.0,Reciprocating,Business,0.0,1.0,4.0,0.0,IMC,Unknown,5.0,Cessna U206F
87508,Accident,2022-03-07,"Gulfport, MS",United States,Gulfport-Biloxi International,Non-Fatal,Substantial,Beech,200,No,2.0,Unknown,Business,0.0,0.0,0.0,5.0,VMC,Unknown,5.0,Beech 200
87548,Accident,2022-03-18,"Grapevine, TX",United States,Dallas Ft. Worth,Non-Fatal,Substantial,Cessna,208B,No,1.0,Turbo Prop,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna 208B
87549,Accident,2022-03-18,"Grapevine, TX",United States,Dallas Ft. Worth,Non-Fatal,Substantial,Cessna,208B,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna 208B
87561,Accident,2022-03-21,"Kekaha, HI",United States,Unknown,Fatal,Destroyed,Cessna,172P,No,1.0,Unknown,Other Work Use,2.0,0.0,0.0,0.0,IMC,Unknown,2.0,Cessna 172P
87633,Accident,2022-04-04,"Manville, NJ",United States,Central Jersey Regional Airpor,Minor,Substantial,Mooney,M20M,No,1.0,Reciprocating,Business,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,Mooney M20M
87654,Accident,2022-04-07,"Aleknagik, AK",United States,Unknown,Non-Fatal,Substantial,Piper,PA-22-150,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Piper PA-22-150
87675,Accident,2022-04-13,"Heyburn, ID",United States,Burley Municipal Airport,Fatal,Substantial,Cessna,208B,No,1.0,Unknown,Other Work Use,1.0,0.0,0.0,0.0,IMC,Unknown,1.0,Cessna 208B
87688,Accident,2022-04-16,"Pilot Station, AK",United States,Pilot Station,Non-Fatal,Substantial,Cessna,207A,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Cessna 207A
87757,Accident,2022-05-02,"Connellsville, PA",United States,Joseph A Hardy Connellsville A,Serious,Substantial,Cessna,414,No,2.0,Unknown,Flight Test,0.0,1.0,1.0,0.0,VMC,Unknown,2.0,Cessna 414
87773,Accident,2022-05-06,"Denver, CO",United States,Unknown,Non-Fatal,Substantial,Swearingen,SA226-T(B),No,2.0,Unknown,Positioning,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Swearingen SA226-T(B)
87835,Accident,2022-05-22,"Port Moller, AK",United States,Bear River Lodge,Serious,Substantial,Cessna,182C,No,1.0,Unknown,Business,0.0,0.0,1.0,0.0,VMC,Unknown,1.0,Cessna 182C
87879,Accident,2022-05-30,"East Sound, WA",United States,Waldron Airstrip,Non-Fatal,Substantial,Cessna,172M,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna 172M
88050,Accident,2022-06-26,"Kokhanok, AK",United States,Private,Non-Fatal,Substantial,Dehavilland,BEAVER U-6A,No,1.0,Reciprocating,Business,0.0,0.0,0.0,7.0,VMC,Unknown,7.0,Dehavilland BEAVER U-6A
88107,Accident,2022-07-07,"Stanley, ID",United States,STANLEY,Non-Fatal,Substantial,Cessna,T210R,No,1.0,Unknown,Other Work Use,0.0,0.0,0.0,4.0,VMC,Unknown,4.0,Cessna T210R
88147,Accident,2022-07-14,"Kendleton, TX",United States,Unknown,Non-Fatal,Substantial,Cessna,210,No,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC,Unknown,4.0,Cessna 210
88157,Accident,2022-07-15,"Port Alsworth, AK",United States,Private,Non-Fatal,Substantial,Piper,PA-18-150,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Piper PA-18-150
88158,Accident,2022-07-15,"Brunswick, GA",United States,BRUNSWICK GOLDEN ISLES,Non-Fatal,Substantial,Raytheon Aircraft Company,400A,No,2.0,Turbo Fan,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Raytheon Aircraft Company 400A
88228,Accident,2022-07-23,"San Jose, CA",United States,REID-HILLVIEW OF SANTA CLARA C,Serious,Substantial,Piper,PA-32-301,No,1.0,Unknown,Other Work Use,0.0,0.0,1.0,0.0,VMC,Unknown,1.0,Piper PA-32-301
88301,Accident,2022-08-03,"Kokhanok, AK",United States,Unknown,Non-Fatal,Substantial,Dehavilland,BEAVER U-6A,No,1.0,Unknown,Other Work Use,0.0,0.0,0.0,7.0,VMC,Unknown,7.0,Dehavilland BEAVER U-6A
88386,Accident,2022-08-20,"Bealeton, VA",United States,Flying Circus Aerodrome,Minor,Substantial,Boeing,A75N1,No,1.0,Unknown,Business,0.0,2.0,0.0,2.0,VMC,Unknown,4.0,Boeing A75N1
88387,Accident,2022-08-20,"Bealeton, VA",United States,Flying Circus Aerodrome,Minor,Substantial,Boeing,A75N1,No,1.0,Unknown,Business,0.0,2.0,0.0,2.0,VMC,Unknown,4.0,Boeing A75N1
88488,Accident,2022-09-07,"Mesa, AZ",United States,Phoenix-Mesa Gateway Airport,Non-Fatal,Substantial,Cessna,750,No,2.0,Unknown,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna 750
88493,Accident,2022-09-09,"Saint Cloud, FL",United States,Kissimmee Gateway,Non-Fatal,Substantial,Cirrus Design Corp,SF50,No,1.0,Unknown,Business,0.0,0.0,0.0,3.0,IMC,Unknown,3.0,Cirrus Design Corp SF50
88499,Accident,2022-09-09,"San Diego, CA",United States,NORTH ISLAND NAS /HALSEY FLD/,Minor,Substantial,Gates Lear Jet Corp.,36,No,2.0,Unknown,Other Work Use,0.0,2.0,0.0,0.0,VMC,Unknown,2.0,Gates Lear Jet Corp. 36
88553,Accident,2022-09-20,"Pasco, WA",United States,TRI-CITIES,Non-Fatal,Destroyed,Cessna,525B,No,2.0,Unknown,Business,0.0,0.0,0.0,10.0,Unknown,Unknown,10.0,Cessna 525B
88565,Accident,2022-09-23,"Chignik Lake, AK",United States,Fan Creek,Non-Fatal,Substantial,Piper,PA-18-150,No,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Piper PA-18-150
88629,Accident,2022-10-05,"Arundel, ME",United States,BIDDEFORD MUNI,Fatal,Destroyed,Beech,A36,No,1.0,Unknown,Business,2.0,0.0,0.0,0.0,IMC,Unknown,2.0,Beech A36
88681,Accident,2022-10-16,"Cordova, AK",United States,Unknown,Fatal,Substantial,Piper,PA-32-260,No,1.0,Unknown,Positioning,1.0,0.0,0.0,0.0,UNK,Unknown,1.0,Piper PA-32-260
88686,Accident,2022-10-18,"Marietta, OH",United States,MID-OHIO VALLEY RGNL,Fatal,Substantial,Beech,E-90,No,2.0,Unknown,Positioning,2.0,0.0,0.0,0.0,VMC,Unknown,2.0,Beech E-90
88728,Accident,2022-10-27,"Burleson, TX",United States,FORT WORTH SPINKS,Non-Fatal,Substantial,Cessna,T210,No,1.0,Unknown,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Cessna T210
88759,Accident,2022-11-05,"Farmingdale, NY",United States,Republic Airport,Minor,Substantial,Beech,B-60,No,2.0,Unknown,Business,0.0,2.0,0.0,0.0,VMC,Unknown,2.0,Beech B-60
88762,Accident,2022-11-07,"Slidell, LA",United States,Slidell Airport,Serious,Destroyed,Beech,E-90,No,2.0,Unknown,Positioning,0.0,0.0,1.0,0.0,IMC,Unknown,1.0,Beech E-90
88765,Accident,2022-11-09,"Bignell, NE",United States,NORTH PLATTE RGNL/LEE BIRD FLD,Fatal,Destroyed,Piper,PA46-500TP,No,1.0,Unknown,Business,2.0,0.0,0.0,0.0,IMC,Unknown,2.0,Piper PA46-500TP
88793,Accident,2022-11-18,"Snohomish, WA",United States,Unknown,Fatal,Substantial,Textron Aviation Inc,208B,No,1.0,Unknown,Flight Test,4.0,0.0,0.0,0.0,VMC,Unknown,4.0,Textron Aviation Inc 208B
88794,Accident,2022-11-18,"Decatur, TX",United States,Unknown,Fatal,Destroyed,Cessna,421C,No,2.0,Unknown,Positioning,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,Cessna 421C
88804,Accident,2022-11-20,"Bethel, AK",United States,Unknown,Non-Fatal,Substantial,Cessna,207,No,1.0,Unknown,Business,0.0,0.0,0.0,7.0,VMC,Unknown,7.0,Cessna 207
88822,Accident,2022-11-25,"Mount Comfort, IN",United States,INDIANAPOLIS RGNL,Non-Fatal,Substantial,Cirrus Design Corp,SF50,No,1.0,Unknown,Positioning,0.0,0.0,0.0,1.0,IMC,Unknown,1.0,Cirrus Design Corp SF50
88836,Accident,2022-11-30,"Newport News, VA",United States,NEWPORT NEWS/WILLIAMSBURG INTL,Non-Fatal,Substantial,Gates Lear Jet Corp.,36,No,2.0,Unknown,Other Work Use,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,Gates Lear Jet Corp. 36
88837,Accident,2022-12-01,"Guantanamo Bay, OF",Cuba,GUANTANAMO BAY NAVAL AIR STATI,Non-Fatal,Substantial,Learjet,35,No,2.0,Unknown,Positioning,0.0,0.0,0.0,4.0,VMC,Unknown,4.0,Learjet 35
